привет мио
198 | -680.6595701274769-681 | -91.47825982902384-439 | 554.8509429158491-666 | 825.033564763974549 | 15.55240686008255613 | 420.2699789405783-159 | -792.161219615631827 | 600.3483227917452-470 | -325.8773214440258617 | -191.73418024607565699 | 523.5960352954337
1 | 37.046596473931686
114 | -41.99538076724684
-967 | -997.8900188870887
-274 | -595.900238752029
370 | 878.2748793659214
-583 | 884.2843505069554
-40 | 565.7905308260817
959 | 917.2453444324894
234 | 68.74930067984405
291 | -49.9361675130217
824 | -913.1656617591459
712 | -733.276436165333
-68 | 207.20272500945703
-496 | 767.2323031210576
-363 | -978.1760457803896
661 | 119.75147980060751
51 | 422.6844881903951
445 | 206.00859244796993
-264 | -883.096495370842
